Befolkningen efter tid, arbejdsmarkedstilknytning, herkomst, distrikt og køn;;;;;;
;;;Kgs. Enghave - Bavnehøj;14;9;5
;;;Kgs. Enghave - Gl. Sydhavn;46;15;31
;;;Kgs. Enghave - Holmene;93;46;47
;;;Valby - Gl. Valby;29;13;16
;;;Valby - Syd;56;26;30
;;;Valby - Ålholm;17;8;9
;;;Valby - Valby Sydvest;49;23;26
;;;Valby - Vigerslev;15;10;5
;;;Vanløse - Jyllingevej Kvarter;17;7;10
;;;Vanløse - Jernbane Allé Kvarter;33;15;18
;;;Vanløse - Sallingvej Kvarter;15;7;8
;;;Vanløse - Grøndals Park Kvarter;15;..;..
;;;Brønshøj-Husum - Husum;26;12;14
;;;Brønshøj-Husum - Husum Nord;22;9;13
;;;Brønshøj-Husum - Tingbjerg;14;..;..
;;;Brønshøj-Husum - Brønshøj;18;12;6
;;;Brønshøj-Husum - Bellahøj;5;..;..
;;;Bispebjerg - Emdrup;7;4;3
;;;Bispebjerg- Ryparken-Lundehus;17;7;10
;;;Bispebjerg - Bispebjerg;23;8;15
;;;Bispebjerg - Utterslev;14;9;5
;;;Bispebjerg - Nordvest;141;70;71
;;;Amager Øst - Amagerbro Øst;77;34;43
;;;Amager Øst - Sundbyøster;40;18;22
;;;Amager Øst - Villakvartererne;26;8;18
;;;Amager Øst - Nordøstamager;32;19;13
;;;Amager Vest - Amagerbro Vest;13;4;9
;;;Amager Vest - Bryggen Syd;11;4;7
;;;Amager Vest - Faste Batteri;22;..;..
;;;Amager Vest - Gamle Bryggen;13;6;7
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);8;5;3
;;;Amager Vest - Kolonihavekvarteret;16;11;5
;;;Amager Vest - Sundbyvester;27;12;15
;;;Amager Vest - Sundholmsvejs kvarteret;21;10;11
;;;Amager Vest - Urbanplanen;15;6;9
;;;Amager Vest - Ørestad City;51;19;32
;;;Amager Vest - Ørestad Syd;68;28;40
;;Non-Western citizenships;København i alt;2483;1239;1244
;;;Bydel - Indre By;81;43;38
;;;Bydel - Østerbro;171;82;89
;;;Bydel - Nørrebro;341;175;166
;;;Bydel - Vesterbro/Kongens Enghave;268;126;142
;;;Bydel - Valby;318;159;159
;;;Bydel - Vanløse;99;52;47
;;;Bydel - Brønshøj-Husum;316;151;165
;;;Bydel - Bispebjerg;363;199;164
;;;Bydel - Amager Øst;187;83;104
;;;Bydel - Amager Vest;311;143;168
;;;Lokaludvalg - Indre By;59;30;29
;;;Lokaludvalg - Christianshavn;22;13;9
;;;Lokaludvalg - Østerbro;171;82;89
;;;Lokaludvalg - Nørrebro;341;175;166
;;;Lokaludvalg - Vesterbro;119;58;61
;;;Lokaludvalg - Kgs. Enghave;149;68;81
;;;Lokaludvalg - Valby;318;159;159
;;;Lokaludvalg - Vanløse;99;52;47
;;;Lokaludvalg - Brønshøj-Husum;316;151;165
;;;Lokaludvalg - Bispebjerg;363;199;164
;;;Lokaludvalg - Amager Øst;187;83;104
;;;Lokaludvalg - Amager Vest;311;143;168
;;;Indre By - Middelalderbyen;11;7;4
;;;Indre By - Metropolzonen;3;..;..
;;;Indre By - Nansensgade-kvarteret;11;6;5
;;;Indre By - Øster Farimagsgade-kvarteret;17;7;10
;;;Indre By - Østerport;0;0;0
;;;Indre By - Frederiksstaden;14;9;5
;;;Indre By - Gammelholm og Nyhavn;3;0;3
;;;Christianshavn - Neden Vandet;..;..;..
;;;Christianshavn - Oven Vandet;14;11;3
;;;Christianshavn - Holmen og Refshaleøen;6;..;..
;;;Østerbro - Nord/Komponistkvarteret;..;..;..
;;;Østerbro - Svanemøllen Syd/Øst;41;20;21
;;;Østerbro - Århusgade Nord;22;7;15
;;;Østerbro - Århusgade Syd;12;7;5
;;;Østerbro - Rosenvænget;5;..;..
;;;Østerbro - Ny Ryvang;25;13;12
;;;Østerbro - Nord;6;3;3
;;;Østerbro - Nordhavn;10;..;..
;;;Østerbro - Lyngbyvej Vest;22;11;11
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;13;6;7
;;;Østerbro - Fælled;11;7;4
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;82;47;35
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;96;48;48
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;46;21;25
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;49;24;25
;;;Nørrebro - Haraldsgade-kvarteret;68;35;33
;;;Vesterbro - Vest;50;24;26
;;;Vesterbro - Central;52;27;25
;;;Vesterbro - Øst;10;4;6
;;;Vesterbro - Syd;7;3;4
;;;Kgs. Enghave - Bavnehøj;20;14;6
;;;Kgs. Enghave - Gl. Sydhavn;92;40;52
;;;Kgs. Enghave - Holmene;37;14;23
;;;Valby - Gl. Valby;22;11;11
;;;Valby - Syd;132;58;74
;;;Valby - Ålholm;31;17;14
;;;Valby - Valby Sydvest;82;47;35
;;;Valby - Vigerslev;51;26;25
;;;Vanløse - Jyllingevej Kvarter;29;13;16
;;;Vanløse - Jernbane Allé Kvarter;43;24;19
;;;Vanløse - Sallingvej Kvarter;19;9;10
;;;Vanløse - Grøndals Park Kvarter;8;..;..
;;;Brønshøj-Husum - Husum;71;32;39
;;;Brønshøj-Husum - Husum Nord;106;56;50
;;;Brønshøj-Husum - Tingbjerg;92;41;51
;;;Brønshøj-Husum - Brønshøj;15;8;7
;;;Brønshøj-Husum - Bellahøj;32;..;..
;;;Bispebjerg - Emdrup;28;17;11
;;;Bispebjerg- Ryparken-Lundehus;45;20;25
;;;Bispebjerg - Bispebjerg;47;26;21
;;;Bispebjerg - Utterslev;50;25;25
;;;Bispebjerg - Nordvest;193;111;82
;;;Amager Øst - Amagerbro Øst;80;39;41
;;;Amager Øst - Sundbyøster;37;17;20
;;;Amager Øst - Villakvartererne;23;13;10
;;;Amager Øst - Nordøstamager;47;14;33
;;;Amager Vest - Amagerbro Vest;15;7;8
;;;Amager Vest - Bryggen Syd;8;4;4
;;;Amager Vest - Faste Batteri;9;..;..
;;;Amager Vest - Gamle Bryggen;14;5;9
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);8;3;5
;;;Amager Vest - Kolonihavekvarteret;15;5;10
;;;Amager Vest - Sundbyvester;30;10;20
;;;Amager Vest - Sundholmsvejs kvarteret;77;37;40
;;;Amager Vest - Urbanplanen;41;17;24
;;;Amager Vest - Ørestad City;41;17;24
;;;Amager Vest - Ørestad Syd;53;31;22
;Outside the workforce;All citizenships;København i alt;258773;124415;134358
;;;Bydel - Indre By;22455;10598;11857
;;;Bydel - Østerbro;31327;14681;16646
;;;Bydel - Nørrebro;29448;14052;15396
;;;Bydel - Vesterbro/Kongens Enghave;28659;14160;14499
;;;Bydel - Valby;25484;12226;13258
;;;Bydel - Vanløse;16203;7771;8432
;;;Bydel - Brønshøj-Husum;20899;10013;10886
;;;Bydel - Bispebjerg;22249;10927;11322
;;;Bydel - Amager Øst;23459;11040;12419
;;;Bydel - Amager Vest;35287;16786;18501
;;;Lokaludvalg - Indre By;16760;7827;8933
;;;Lokaludvalg - Christianshavn;5695;2771;2924
;;;Lokaludvalg - Østerbro;31327;14681;16646
;;;Lokaludvalg - Nørrebro;29448;14052;15396
;;;Lokaludvalg - Vesterbro;16365;8157;8208
;;;Lokaludvalg - Kgs. Enghave;12294;6003;6291
;;;Lokaludvalg - Valby;25484;12226;13258
;;;Lokaludvalg - Vanløse;16203;7771;8432
;;;Lokaludvalg - Brønshøj-Husum;20899;10013;10886
;;;Lokaludvalg - Bispebjerg;22249;10927;11322
;;;Lokaludvalg - Amager Øst;23459;11040;12419
;;;Lokaludvalg - Amager Vest;35287;16786;18501
;;;Indre By - Middelalderbyen;3002;1453;1549
;;;Indre By - Metropolzonen;1139;548;591
;;;Indre By - Nansensgade-kvarteret;2400;1181;1219
;;;Indre By - Øster Farimagsgade-kvarteret;2892;1339;1553
;;;Indre By - Østerport;1916;897;1019
;;;Indre By - Frederiksstaden;4219;1845;2374
;;;Indre By - Gammelholm og Nyhavn;1192;564;628
;;;Christianshavn - Neden Vandet;1459;707;752
;;;Christianshavn - Oven Vandet;2860;1379;1481
;;;Christianshavn - Holmen og Refshaleøen;1376;685;691
;;;Østerbro - Nord/Komponistkvarteret;1315;637;678
;;;Østerbro - Svanemøllen Syd/Øst;4333;2027;2306
;;;Østerbro - Århusgade Nord;3079;1479;1600
;;;Østerbro - Århusgade Syd;4213;2037;2176
;;;Østerbro - Rosenvænget;3869;1839;2030
;;;Østerbro - Ny Ryvang;1552;727;825
;;;Østerbro - Nord;2465;1021;1444
;;;Østerbro - Nordhavn;2201;1058;1143
;;;Østerbro - Lyngbyvej Vest;2289;1126;1163
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;2572;1181;1391
;;;Østerbro - Fælled;3439;1549;1890
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;5943;2862;3081
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;7451;3488;3963
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;6225;2987;3238
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;5845;2799;3046
;;;Nørrebro - Haraldsgade-kvarteret;3984;1916;2068
;;;Vesterbro - Vest;4539;2241;2298
;;;Vesterbro - Central;7890;3915;3975
;;;Vesterbro - Øst;2599;1334;1265
;;;Vesterbro - Syd;1337;667;670
;;;Kgs. Enghave - Bavnehøj;1704;855;849
;;;Kgs. Enghave - Gl. Sydhavn;5641;2737;2904
;;;Kgs. Enghave - Holmene;4949;2411;2538
;;;Valby - Gl. Valby;4411;2113;2298
;;;Valby - Syd;8430;3933;4497
;;;Valby - Ålholm;3948;1888;2060
;;;Valby - Valby Sydvest;5623;2739;2884
;;;Valby - Vigerslev;3072;1553;1519
;;;Vanløse - Jyllingevej Kvarter;5138;2576;2562
;;;Vanløse - Jernbane Allé Kvarter;5298;2409;2889
;;;Vanløse - Sallingvej Kvarter;3568;1691;1877
;;;Vanløse - Grøndals Park Kvarter;2199;1095;1104
;;;Brønshøj-Husum - Husum;7165;3435;3730
;;;Brønshøj-Husum - Husum Nord;4532;2138;2394
;;;Brønshøj-Husum - Tingbjerg;2561;1204;1357
;;;Brønshøj-Husum - Brønshøj;4430;2188;2242
;;;Brønshøj-Husum - Bellahøj;2211;1048;1163
;;;Bispebjerg - Emdrup;2083;1013;1070
;;;Bispebjerg- Ryparken-Lundehus;2973;1405;1568
;;;Bispebjerg - Bispebjerg;2813;1369;1444
;;;Bispebjerg - Utterslev;2618;1234;1384
;;;Bispebjerg - Nordvest;11762;5906;5856
;;;Amager Øst - Amagerbro Øst;8511;3963;4548
;;;Amager Øst - Sundbyøster;5305;2453;2852
;;;Amager Øst - Villakvartererne;6255;3068;3187
;;;Amager Øst - Nordøstamager;3388;1556;1832
;;;Amager Vest - Amagerbro Vest;2396;1174;1222
;;;Amager Vest - Bryggen Syd;2135;1049;1086
;;;Amager Vest - Faste Batteri;1860;840;1020
;;;Amager Vest - Gamle Bryggen;2758;1298;1460
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);1450;701;749
;;;Amager Vest - Kolonihavekvarteret;2812;1385;1427
;;;Amager Vest - Sundbyvester;5646;2734;2912
;;;Amager Vest - Sundholmsvejs kvarteret;5164;2421;2743
;;;Amager Vest - Urbanplanen;2481;1124;1357
;;;Amager Vest - Ørestad City;3658;1682;1976
;;;Amager Vest - Ørestad Syd;4927;2378;2549
;;Danish citizenship;København i alt;181439;87246;94193
;;;Bydel - Indre By;16710;7978;8732
;;;Bydel - Østerbro;24007;11249;12758
;;;Bydel - Nørrebro;20186;9640;10546
;;;Bydel - Vesterbro/Kongens Enghave;20164;10042;10122
;;;Bydel - Valby;17763;8531;9232
;;;Bydel - Vanløse;13086;6222;6864
;;;Bydel - Brønshøj-Husum;13176;6300;6876
;;;Bydel - Bispebjerg;13962;6771;7191
;;;Bydel - Amager Øst;17611;8403;9208
;;;Bydel - Amager Vest;23652;11354;12298
;;;Lokaludvalg - Indre By;12115;5733;6382
;;;Lokaludvalg - Christianshavn;4595;2245;2350
;;;Lokaludvalg - Østerbro;24007;11249;12758
;;;Lokaludvalg - Nørrebro;20186;9640;10546
;;;Lokaludvalg - Vesterbro;12279;6139;6140
;;;Lokaludvalg - Kgs. Enghave;7885;3903;3982
;;;Lokaludvalg - Valby;17763;8531;9232
;;;Lokaludvalg - Vanløse;13086;6222;6864
;;;Lokaludvalg - Brønshøj-Husum;13176;6300;6876
;;;Lokaludvalg - Bispebjerg;13962;6771;7191
;;;Lokaludvalg - Amager Øst;17611;8403;9208
;;;Lokaludvalg - Amager Vest;23652;11354;12298
;;;Indre By - Middelalderbyen;1900;943;957
;;;Indre By - Metropolzonen;789;374;415
;;;Indre By - Nansensgade-kvarteret;1909;938;971
;;;Indre By - Øster Farimagsgade-kvarteret;2245;1056;1189
;;;Indre By - Østerport;1484;..;..
;;;Indre By - Frederiksstaden;2931;1329;1602
;;;Indre By - Gammelholm og Nyhavn;857;404;453
;;;Christianshavn - Neden Vandet;1071;511;560
;;;Christianshavn - Oven Vandet;2393;1172;1221
;;;Christianshavn - Holmen og Refshaleøen;1131;562;569
;;;Østerbro - Nord/Komponistkvarteret;1100;538;562
;;;Østerbro - Svanemøllen Syd/Øst;3227;1516;1711
;;;Østerbro - Århusgade Nord;2465;1159;1306
;;;Østerbro - Århusgade Syd;3486;1682;1804
;;;Østerbro - Rosenvænget;3055;1457;1598
;;;Østerbro - Ny Ryvang;983;445;538
;;;Østerbro - Nord;1896;802;1094
;;;Østerbro - Nordhavn;1402;685;717
;;;Østerbro - Lyngbyvej Vest;1666;820;846
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;2042;945;1097
;;;Østerbro - Fælled;2685;1200;1485
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;3930;1860;2070
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;5597;2655;2942
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;4730;2269;2461
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;3674;1754;1920
;;;Nørrebro - Haraldsgade-kvarteret;2255;1102;1153
;;;Vesterbro - Vest;3384;1710;1674
;;;Vesterbro - Central;6282;3155;3127
;;;Vesterbro - Øst;1870;927;943
;;;Vesterbro - Syd;743;347;396
;;;Kgs. Enghave - Bavnehøj;1185;592;593
;;;Kgs. Enghave - Gl. Sydhavn;3861;1870;1991
;;;Kgs. Enghave - Holmene;2839;1441;1398
;;;Valby - Gl. Valby;3430;1647;1783
;;;Valby - Syd;5626;2654;2972
;;;Valby - Ålholm;3040;1446;1594
;;;Valby - Valby Sydvest;3607;1744;1863
;;;Valby - Vigerslev;2060;1040;1020
;;;Vanløse - Jyllingevej Kvarter;4207;2080;2127
;;;Vanløse - Jernbane Allé Kvarter;4184;1868;2316
;;;Vanløse - Sallingvej Kvarter;2834;1355;1479
;;;Vanløse - Grøndals Park Kvarter;1861;919;942
;;;Brønshøj-Husum - Husum;5354;2544;2810
;;;Brønshøj-Husum - Husum Nord;2131;984;1147
;;;Brønshøj-Husum - Tingbjerg;724;..;..
;;;Brønshøj-Husum - Brønshøj;3849;1899;1950
;;;Brønshøj-Husum - Bellahøj;1118;540;578
;;;Bispebjerg - Emdrup;1507;739;768
;;;Bispebjerg- Ryparken-Lundehus;1843;867;976
;;;Bispebjerg - Bispebjerg;1985;933;1052
;;;Bispebjerg - Utterslev;1641;782;859
;;;Bispebjerg - Nordvest;6986;3450;3536
;;;Amager Øst - Amagerbro Øst;6086;2860;3226
;;;Amager Øst - Sundbyøster;4274;1986;2288
;;;Amager Øst - Villakvartererne;5054;2509;2545
;;;Amager Øst - Nordøstamager;2197;1048;1149
;;;Amager Vest - Amagerbro Vest;1996;979;1017
;;;Amager Vest - Bryggen Syd;1661;823;838
;;;Amager Vest - Faste Batteri;1222;559;663
;;;Amager Vest - Gamle Bryggen;2331;1101;1230
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);889;436;453
;;;Amager Vest - Kolonihavekvarteret;2067;1023;1044
;;;Amager Vest - Sundbyvester;4495;2160;2335
;;;Amager Vest - Sundholmsvejs kvarteret;3018;1381;1637
;;;Amager Vest - Urbanplanen;1553;670;883
;;;Amager Vest - Ørestad City;1607;814;793
;;;Amager Vest - Ørestad Syd;2813;1408;1405
;;Western citizenships;København i alt;28602;13672;14930
;;;Bydel - Indre By;3842;1752;2090
;;;Bydel - Østerbro;3535;1667;1868
;;;Bydel - Nørrebro;2813;1368;1445
;;;Bydel - Vesterbro/Kongens Enghave;3631;1793;1838
;;;Bydel - Valby;2152;1040;1112
;;;Bydel - Vanløse;1076;550;526
;;;Bydel - Brønshøj-Husum;1174;548;626
;;;Bydel - Bispebjerg;2193;1049;1144
;;;Bydel - Amager Øst;2503;1124;1379
;;;Bydel - Amager Vest;4638;2197;2441
;;;Lokaludvalg - Indre By;3143;1404;1739
;;;Lokaludvalg - Christianshavn;699;348;351
;;;Lokaludvalg - Østerbro;3535;1667;1868
;;;Lokaludvalg - Nørrebro;2813;1368;1445
;;;Lokaludvalg - Vesterbro;2031;1041;990
;;;Lokaludvalg - Kgs. Enghave;1600;752;848
;;;Lokaludvalg - Valby;2152;1040;1112
;;;Lokaludvalg - Vanløse;1076;550;526
;;;Lokaludvalg - Brønshøj-Husum;1174;548;626
;;;Lokaludvalg - Bispebjerg;2193;1049;1144
;;;Lokaludvalg - Amager Øst;2503;1124;1379
;;;Lokaludvalg - Amager Vest;4638;2197;2441
;;;Indre By - Middelalderbyen;807;367;440
;;;Indre By - Metropolzonen;229;..;..
;;;Indre By - Nansensgade-kvarteret;324;165;159
;;;Indre By - Øster Farimagsgade-kvarteret;385;171;214
;;;Indre By - Østerport;267;..;..
;;;Indre By - Frederiksstaden;896;352;544
;;;Indre By - Gammelholm og Nyhavn;235;114;121
;;;Christianshavn - Neden Vandet;..;..;..
;;;Christianshavn - Oven Vandet;284;132;152
;;;Christianshavn - Holmen og Refshaleøen;165;..;..
;;;Østerbro - Nord/Komponistkvarteret;..;..;79
;;;Østerbro - Svanemøllen Syd/Øst;450;200;250
;;;Østerbro - Århusgade Nord;330;166;164
;;;Østerbro - Århusgade Syd;422;204;218
;;;Østerbro - Rosenvænget;445;..;..
;;;Østerbro - Ny Ryvang;101;43;58
;;;Østerbro - Nord;294;117;177
;;;Østerbro - Nordhavn;373;..;..
;;;Østerbro - Lyngbyvej Vest;257;128;129
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;282;124;158
;;;Østerbro - Fælled;437;205;232
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;607;308;299
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;692;312;380
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;533;257;276
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;607;310;297
;;;Nørrebro - Haraldsgade-kvarteret;374;181;193
;;;Vesterbro - Vest;490;233;257
;;;Vesterbro - Central;791;388;403
;;;Vesterbro - Øst;376;214;162
;;;Vesterbro - Syd;374;206;168
;;;Kgs. Enghave - Bavnehøj;138;60;78
;;;Kgs. Enghave - Gl. Sydhavn;386;181;205
;;;Kgs. Enghave - Holmene;1076;511;565
;;;Valby - Gl. Valby;425;194;231
;;;Valby - Syd;757;351;406
;;;Valby - Ålholm;239;121;118
;;;Valby - Valby Sydvest;496;258;238
;;;Valby - Vigerslev;235;116;119
;;;Vanløse - Jyllingevej Kvarter;300;167;133
;;;Vanløse - Jernbane Allé Kvarter;380;186;194
;;;Vanløse - Sallingvej Kvarter;287;137;150
;;;Vanløse - Grøndals Park Kvarter;109;..;..
;;;Brønshøj-Husum - Husum;419;204;215
;;;Brønshøj-Husum - Husum Nord;256;119;137
;;;Brønshøj-Husum - Tingbjerg;152;..;..
;;;Brønshøj-Husum - Brønshøj;265;120;145
;;;Brønshøj-Husum - Bellahøj;82;42;40
;;;Bispebjerg - Emdrup;240;96;144
;;;Bispebjerg- Ryparken-Lundehus;252;112;140
;;;Bispebjerg - Bispebjerg;160;84;76
;;;Bispebjerg - Utterslev;185;76;109
;;;Bispebjerg - Nordvest;1356;681;675
;;;Amager Øst - Amagerbro Øst;918;407;511
;;;Amager Øst - Sundbyøster;429;190;239
;;;Amager Øst - Villakvartererne;585;280;305
;;;Amager Øst - Nordøstamager;571;247;324
;;;Amager Vest - Amagerbro Vest;209;101;108
;;;Amager Vest - Bryggen Syd;272;134;138
;;;Amager Vest - Faste Batteri;411;..;..
;;;Amager Vest - Gamle Bryggen;227;99;128
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);331;158;173
;;;Amager Vest - Kolonihavekvarteret;304;154;150
;;;Amager Vest - Sundbyvester;410;210;200
;;;Amager Vest - Sundholmsvejs kvarteret;614;276;338
;;;Amager Vest - Urbanplanen;149;69;80
;;;Amager Vest - Ørestad City;824;357;467
;;;Amager Vest - Ørestad Syd;887;450;437
;;Non-Western citizenships;København i alt;48732;23497;25235
;;;Bydel - Indre By;1903;868;1035
;;;Bydel - Østerbro;3785;1765;2020
;;;Bydel - Nørrebro;6449;3044;3405
;;;Bydel - Vesterbro/Kongens Enghave;4864;2325;2539
;;;Bydel - Valby;5569;2655;2914
;;;Bydel - Vanløse;2041;999;1042
;;;Bydel - Brønshøj-Husum;6549;3165;3384
;;;Bydel - Bispebjerg;6094;3107;2987
;;;Bydel - Amager Øst;3345;1513;1832
;;;Bydel - Amager Vest;6997;3235;3762
;;;Lokaludvalg - Indre By;1502;690;812
;;;Lokaludvalg - Christianshavn;401;178;223
;;;Lokaludvalg - Østerbro;3785;1765;2020
;;;Lokaludvalg - Nørrebro;6449;3044;3405
;;;Lokaludvalg - Vesterbro;2055;977;1078
;;;Lokaludvalg - Kgs. Enghave;2809;1348;1461
;;;Lokaludvalg - Valby;5569;2655;2914
;;;Lokaludvalg - Vanløse;2041;999;1042
;;;Lokaludvalg - Brønshøj-Husum;6549;3165;3384
;;;Lokaludvalg - Bispebjerg;6094;3107;2987
;;;Lokaludvalg - Amager Øst;3345;1513;1832
;;;Lokaludvalg - Amager Vest;6997;3235;3762
;;;Indre By - Middelalderbyen;295;143;152
;;;Indre By - Metropolzonen;121;..;..
;;;Indre By - Nansensgade-kvarteret;167;78;89
;;;Indre By - Øster Farimagsgade-kvarteret;262;112;150
;;;Indre By - Østerport;165;81;84
;;;Indre By - Frederiksstaden;392;164;228
;;;Indre By - Gammelholm og Nyhavn;100;46;54
;;;Christianshavn - Neden Vandet;..;..;..
;;;Christianshavn - Oven Vandet;183;75;108
;;;Christianshavn - Holmen og Refshaleøen;80;..;..
;;;Østerbro - Nord/Komponistkvarteret;..;..;37
;;;Østerbro - Svanemøllen Syd/Øst;656;311;345
;;;Østerbro - Århusgade Nord;284;154;130
;;;Østerbro - Århusgade Syd;305;151;154
;;;Østerbro - Rosenvænget;369;..;..
;;;Østerbro - Ny Ryvang;468;239;229
;;;Østerbro - Nord;275;102;173
;;;Østerbro - Nordhavn;426;..;..
;;;Østerbro - Lyngbyvej Vest;366;178;188
;;;Østerbro - Lyngbyvej Øst/Klimakvarteret;248;112;136
;;;Østerbro - Fælled;317;144;173
;;;Nørrebro - Blågårdskvarteret/Assistens/Rantzausgade;1406;694;712
;;;Nørrebro - Guldbergskvarteret/Panum/Ravnsborggade;1162;521;641
;;;Nørrebro - Stefansgade/Nørrebroparken/Lundtoftegade;962;461;501
;;;Nørrebro - Mimersgade-kvarteret/ Nørrebro St.;1564;735;829
;;;Nørrebro - Haraldsgade-kvarteret;1355;633;722
;;;Vesterbro - Vest;665;298;367
;;;Vesterbro - Central;817;372;445
;;;Vesterbro - Øst;353;193;160
;;;Vesterbro - Syd;220;114;106
;;;Kgs. Enghave - Bavnehøj;381;203;178
;;;Kgs. Enghave - Gl. Sydhavn;1394;686;708
;;;Kgs. Enghave - Holmene;1034;459;575
;;;Valby - Gl. Valby;556;272;284
;;;Valby - Syd;2047;928;1119
;;;Valby - Ålholm;669;321;348
;;;Valby - Valby Sydvest;1520;737;783
;;;Valby - Vigerslev;777;397;380
;;;Vanløse - Jyllingevej Kvarter;631;329;302
;;;Vanløse - Jernbane Allé Kvarter;734;355;379
;;;Vanløse - Sallingvej Kvarter;447;199;248
;;;Vanløse - Grøndals Park Kvarter;229;..;..
;;;Brønshøj-Husum - Husum;1392;687;705
;;;Brønshøj-Husum - Husum Nord;2145;1035;1110
;;;Brønshøj-Husum - Tingbjerg;1685;808;877
;;;Brønshøj-Husum - Brønshøj;316;169;147
;;;Brønshøj-Husum - Bellahøj;1011;466;545
;;;Bispebjerg - Emdrup;336;178;158
;;;Bispebjerg- Ryparken-Lundehus;878;426;452
;;;Bispebjerg - Bispebjerg;668;352;316
;;;Bispebjerg - Utterslev;792;376;416
;;;Bispebjerg - Nordvest;3420;1775;1645
;;;Amager Øst - Amagerbro Øst;1507;696;811
;;;Amager Øst - Sundbyøster;602;277;325
;;;Amager Øst - Villakvartererne;616;279;337
;;;Amager Øst - Nordøstamager;620;261;359
;;;Amager Vest - Amagerbro Vest;191;94;97
;;;Amager Vest - Bryggen Syd;202;92;110
;;;Amager Vest - Faste Batteri;227;..;..
;;;Amager Vest - Gamle Bryggen;200;98;102
;;;Amager Vest - Grønjordssøen (Ørestad Nord og Vejlandskvarter);230;107;123
;;;Amager Vest - Kolonihavekvarteret;441;208;233
;;;Amager Vest - Sundbyvester;741;364;377
;;;Amager Vest - Sundholmsvejs kvarteret;1532;764;768
;;;Amager Vest - Urbanplanen;779;385;394
;;;Amager Vest - Ørestad City;1227;511;716
;;;Amager Vest - Ørestad Syd;1227;520;707
;;;;;;
Kilde: Københavns Kommunes beregninger på baggrund af mikrodata fra Danmarks Statistiks Forskningsservice ;;;;;;
